study,date,researcher,country,site,religion,subject_id,subject_gender,subject_age,subject_job,subject_schedule,subject_livedhere,subject_lang,subject_marital,subject_hs,subject_liveswith,servicesperweek,specialrole,hurtwfeelings_anger,hurtwthoughts_anger,healtheffectbyproxy_anger,hurtviaspirit_anger,helpwthoughts_caring,helpviaspirit_caring,healtheffectbyproxy_caring,hurtwfeelings_envy,hurtwthoughts_envy,hurtviaspirit_envy,thoughtsharmppldirectly,spiritsusethoughtsharm,childexp_abs,forgetsurrounding_abs,poeticlanguage_abs,starepicture_abs,mindenvelopworld_abs,cloudshapes_abs,vividdaydream_abs,mysticalexp_abs,stepoutsidemyself_abs,textures_abs,doublyreal_abs,caughtupinmusic_abs,heavybody_abs,sensepresence_abs,woodfireimagine_abs,immersednature_abs,colormeaning_abs,wanderthoughtstask_abs,clearpastexp_abs,meaninglesstoothers_abs,actinginplay_abs,visualthoughts_abs,delightsmallthings_abs,organmusic_abs,changenoise_abs,vividsmellmemories_abs,synesthesiasound_abs,predictwords_abs,physicalmemories_abs,fascinatingvoice_abs,invisiblepresence_abs,sponthoughtsimages_abs,synesthesiasmell_abs,emosunset_abs,godviapeople,godviascript,godviamind,godvoxaloud,godcommpics,godviavisions,godviadreams,godguideviaknowing,godguideviasensations,godviabodyexperiences,godsenseplaceinbody,godviatouch,godviasmell,neartangiblegod,presencenotgod,presencedemon,beingentbody,seehearnotgod,whitelight,trmblshakespirtpwr,rushofspiritpwr,intenseemospiritpwr,timeslowpray,mindspiritexitbody,humanshapeshift,spiritbeingencounter,sleepparalysis,voxwhenalone,seethingscornereye
study 1,2017-08-20,VDzokoto,Ghana,rural,local,99209,Male,NA,"Farmer, Nyisinyi",6-6 On Farm Days,47 Years,"Ewe, Fante",Married Ana aware,No Oho/ dabi,Multiple children Menye mbofra pii tse,N/a,1,0,0,3,3,0,1,3,3,1,3,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,NA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
study 1,2017-04-02,Rsmith,Vanuatu,urban,charismatic,99210,Male,26,"Panels, Truck.",Normal Hours,17y,"Tongoa-nakanamanga, Namak",Blokem gel (Engaged),Yes,yu wan (Lives alone),7days A Week,1,2,0,2,1,0,0,2,2,0,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
study 1,2017-04-06,JBrahinsky,US,rural,local,99211,Female,48,Mom,All,19,Eng,Married,Yes,"Spouse,Multiple children",1,1,0,0,0,1,0,0,0,0,0,1,0,NA,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0.5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
study 1,2017-10-07,JBrahinsky,US,urban,charismatic,99212,Female,37,Mom,NA,37,Eng,Married,Yes,"Multiple children,Spouse",2,1,3,0,2,2,0,0,0,2,0,3,0,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
study 1,2017-07-26,Faulino,Thailand,rural,local,99213,Male,35,Stable hours,Sales,All Life,Northern,Married,Yes,"Mother,Father,Spouse,Child",Depends,0,0,0,0,NA,0,0,3,NA,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
study 1,2017-08-18,Emng,China,urban,charismatic,99214,Male,40,Design/preach,Unstable,Over 10 Years,Qingdao Dialect,Single,Yes,Friends/roommates,3,0,NA,0,0,1,0,NA,0,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0.5,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
study 1,2017-04-02,Emng,China,rural,charismatic,99215,Female,40,"Farmer, Preacher",Unstable,20 Years,Henan Dialect,Married,No,"Child,Spouse",2,1,NA,0,0,NA,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
study 1,2017-10-08,JBrahinsky,US,urban,local,99216,Female,72,Retired,NA,15,Eng,Married,Yes,Spouse,1,1,2,0,0,0,0,NA,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0
study 1,2017-02-21,JBrahinsky,US,rural,charismatic,99217,Male,43,Migrant Worker - Pruning Vines,7-430,43,Spanish,Married,Yes,"Sibling(s),Spouse,Multiple children",3,1,2,0,0,2,0,2,0,2,0,0,0,2,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
study 1,2017-08-04,Jdulin,Ghana,urban,local,99218,Male,34,Komfo,1,34,Fante,Married,No,Spouse,Six,0,2,3,3,3,3,3,2,1,1,1,3,3,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
study 1,2017-08-18,Emng,China,urban,local,99219,Female,41,Company Owner,Relatively Flexible,All Her Life,Shanghainese,Married,Yes,Spouse,None,0,2,0,0,0,0,NA,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
study 1,2017-04-21,Emng,China,urban,charismatic,99220,Female,29,Sales,Stable,7 Years,Mandarin,Single,Yes,Friends/roommates,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
study 1,2017-10-07,JBrahinsky,US,urban,charismatic,99221,Male,36,Childrens Pastor,40,3,Eng,Married,Yes,"Multiple children,Spouse",NA,1,2,0,NA,1,0,0,NA,NA,NA,NA,1,3,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0.5,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,0,1,1,1,1,0,0,0,1,0,1
study 1,2017-03-15,Jdulin,Ghana,urban,charismatic,99222,Female,28,Student Nurse,4 Hrs,6 Years,Fante,Single,Yes,Sibling(s),One Service,1,3,3,2,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1
study 1,2017-04-27,Jdulin,Ghana,urban,local,99223,Male,58,Street Sweeper,4 Hours,58,Fante,Divorced,No,Multiple children,43163,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
study 1,2017-03-07,Emng,China,urban,charismatic,99224,Female,36,Sales,43348,6 Years,Need Double Check,Single,Yes,Lives alone,2 Or More,0,1,3,NA,3,0,0,0,2,3,2,2,2,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,NA,0,0,0,1,NA,1,1,0,0,0,1,0,0
study 1,2017-07-24,VDzokoto,Ghana,rural,charismatic,99225,Female,24,Sells Drinks,Varies,14 Years,"Fante, English",Single,Yes,Mother,3,1,2,0,0,0,3,1,1,3,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
study 1,2017-04-26,Jdulin,Ghana,urban,local,99226,Male,27,Traditionalist,30 Minutes A Day,27,Fante,Single,No,Lives alone,4 In A Year,1,3,1,3,1,1,1,1,3,3,3,2,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0
study 1,2017-02-28,Faulino,Thailand,urban,charismatic,99227,Male,34,Unstable hours,Pers Trainer,10+ Years,Isaan And Northern Thai,Engaged,Yes,Lives alone,3,1,3,0,0,1,3,3,2,3,0,3,1,3,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,NA,1,0,0,1,1,0,0,0,1,0,0
study 1,2017-04-02,Emng,China,rural,charismatic,99228,Female,36,Housewife,Unstable,Over 10 Years,Henan Dialect,Married,No,Other relatives,2,1,1,0,NA,NA,0,3,0,2,0,0,0,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
study 1,2017-07-20,VDzokoto,Ghana,rural,charismatic,99229,Female,27,Caterer And Vendor,6 am - 5:30 Pm M-f,22 Years,"Fante, English",Widowed Woho kafo efi mu,Yes Nyew,Mother Maame (nna),5,1,1,2,1,3,2,3,2,0,0,2,2,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0
study 1,2017-04-06,JBrahinsky,US,rural,charismatic,99230,Male,32,Childrens Pastor,All,24,Eng,Married,Yes,"Multiple children,Spouse",43134,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-08-16,VDzokoto,Ghana,rural,local,99231,Female,55,Bosomfo And Farmer,"9-6, No Work Mon, Tues, Saturday",55 Years,Fante,Married Ana aware,No Oho/ dabi,Spouse Menye me kum/yer,N/a,1,3,NA,3,2,3,3,2,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0.5,0,0,0,0,0,0,1,1,0
study 1,2017-01-09,Emng,China,urban,local,99232,Female,39,Flight Attendant,Unstable,7 Years,Mandarin,Single,Yes,Friends/roommates,Once,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
study 1,2017-05-06,Faulino,Thailand,urban,local,99233,Female,33,Stable hours,Bike Trek Customer Servic,13 Years,Northern From Lampang,Single,Yes,"Sibling(s),Other relatives",NA,0,2,1,1,1,0,1,1,3,2,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
study 1,2017-04-20,Emng,China,urban,charismatic,99234,Female,29,Environmental Design Sales,Stable,4 Years,Shandong Dialect,Single,Yes,Friends/roommates,43102,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
study 1,2017-03-26,Emng,China,urban,charismatic,99235,Male,42,Advertising Art Direction,Stable,12 Years,Henanese,Single,Yes,Friends/roommates,1,0,NA,0,0,0,0,1,0,NA,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.5,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0
study 1,2017-03-20,Rsmith,Vanuatu,urban,charismatic,99236,Female,40,Housewife,N/a,More Than 10 Y,"Nakanamanga, Tongoa",Maret finis (Married),Yes,sam pikinini (Multiple children),Everyday,1,1,1,1,1,0,0,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,NA,1,1,1,0,1,0,1,NA,1,0.5,0,1,0,0,1,0,0,0,0.5,1,1,0,0
study 1,2017-07-26,VDzokoto,Ghana,rural,charismatic,99237,Male,35,Field Officer For Fruit Company,43317,28years,Fante And English,Single,Yes Nyew,Mother Maame (nna),3,1,2,1,0,1,2,1,1,2,1,2,0,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
study 1,2017-07-14,VDzokoto,Ghana,rural,local,99238,Male,34,Okomfo/ Traditionalist and Healer/Medicine Man and Farmer,Varies,6,Fante,Married Ana aware,No Oho/ dabi,Multiple children Menye mbofra pii tse,NA,NA,3,0,2,3,0,1,2,2,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
study 1,2017-04-30,Emng,China,rural,charismatic,99239,Male,23,Theology Student,Stable,Born And Raised,Henan Dialect,Engaged,No,Friends/roommates,1,1,3,1,0,1,0,1,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
study 1,2017-07-23,VDzokoto,Ghana,rural,charismatic,99240,Male,37,Carpenter,8-4 M-f,37 Years,Fante,Married Ana aware,Yes Nyew,Lives with over 5 people NkorÉ”fo a wÉ”bor enum tse,3,1,2,1,3,1,0,2,0,3,1,2,1,2,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,1
study 1,2017-08-11,Rsmith,Vanuatu,rural,local,99241,Female,50,NA,NA,"Full Life Bunlap, Randoa",Sa,Maret finis (Married),No schooling,man o woman blong yu (Spouse),NA,1,1,0,NA,2,0,1,NA,2,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
study 1,2017-02-23,Rsmith,Vanuatu,urban,local,99242,Male,30,"vMF, Personal Security",2 Days On,30yia,bislama,Maret finis (Married),Yes,"man o woman blong yu (Spouse),wan pikinini (Child)",Mens Fellowship,0,3,0,1,1,0,NA,NA,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,NA,0,0,0,NA,0,0.5,0,0,0,0,0,0,0,0.5,0,1,1,1
study 1,2017-03-06,Faulino,Thailand,urban,charismatic,99243,Male,49,Unstable hours,Sales At Water Co,22 Yrs,Thai,"Married,Divorced",Yes,Spouse,3,1,2,2,2,3,3,0,2,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
study 1,2017-03-16,Emng,China,urban,charismatic,99244,Female,27,Sales (formerly Design),Stable Hours 8:30-5:00,3 Years,Northeastern Dialect,Single,Yes,Friends/roommates,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5,NA,0,0,NA,0,0,1,0,0,0,0,1,0,0
study 1,2017-08-12,Emng,China,rural,local,99245,Male,69,"Farmer, Occasional Construction",Unstable,N/A,Henanese,Married,No,Partner,Several Times A Month,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,0,1,0,1,0,1,1,0.5,0,0,0,1,1,1
study 1,2017-04-06,JBrahinsky,US,rural,local,99246,Female,48,Dir Of Christian Ed,25/wk,26,Eng,Married,Yes,"Multiple children,Spouse",1,0,2,1,0,0,0,2,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
study 1,2017-10-07,JBrahinsky,US,urban,charismatic,99247,Male,26,Delivery Driver,Many,26,Eng,Single,Yes,Lives alone,43134,1,2,0,0,0,0,2,1,0,0,NA,0,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0
study 1,2017-05-01,Faulino,Thailand,urban,charismatic,99248,Female,71,Unstable hours,Retired Teacher,30+ Years In House,Thai,Married,Yes,Spouse,2,1,NA,3,3,2,3,0,2,NA,NA,2,3,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0.5,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
study 1,2017-06-27,Rsmith,Vanuatu,urban,charismatic,99249,Male,54,"Water Supply, Consultancy",6 Mon-fri,1976,Emae,Maret finis (Married),Yes,"man o woman blong yu (Spouse),i bitim 5 (Lives with over 5 people),sam pikinini (Multiple children)",5,1,1,0,NA,2,0,2,3,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0.5,1,1,0,1
study 1,2017-06-27,Faulino,Thailand,urban,local,99250,Female,38,Stable hours,Office,Life,Northern Thai,Divorced,Yes,"Multiple children,Sibling(s)",Special Days,NA,1,1,NA,2,0,0,2,0,0,1,0,3,1,NA,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0.5,1,0,0,1,0,1,0,0,1,0,1
study 1,2017-08-12,Emng,China,rural,local,99251,Female,32,Accountant And Medium,Morning To Night,Born And Raised,Henanese,Married,Yes,"Child,Spouse,Other relatives",Not Regularly,0,3,3,1,3,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,0,0,1,1,1
study 1,2017-02-14,Faulino,Thailand,urban,charismatic,99252,Male,45,"Businessman, Marketing Director","Unstable, Long",10+ Years,Isaan (northeastern Thai),Married,Yes,"Lives with over 5 people,Spouse,Other relatives,Child",Several,1,0,0,0,0,3,0,NA,0,0,NA,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.5,1,1,0,0.5,0,1,1,0,0,0,0,0,0,1
study 1,2017-03-09,Emng,China,urban,charismatic,99253,Male,30,Entrepreneurship Trainer,Periods On And Off,"Grew Up, Last 10 Years",Shanghainese,Married,Yes,"Spouse,Grandparent(s)",2,1,3,0,0,3,0,1,0,3,1,3,1,NA,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,0,1,1,NA,0.5,0,0,0,0,1,1,0,0,0,1,1,0.5,0,0,0.5,0,1,0,0
study 1,2018-03-30,JBrahinsky,US,urban,charismatic,99254,Male,39,Accountdrectir,43322,0.1,Eng,Divorced,Yes,Lives alone,43134,1,0,0,1,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
study 1,2018-03-29,JBrahinsky,US,urban,local,99255,Female,28,Pastor,Many,3,Eng,Married,Yes,Spouse,1,1,2,0,0,0,0,0,NA,0,0,NA,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
study 1,2017-04-03,Rsmith,Vanuatu,urban,charismatic,99256,Female,24,Housegirl,Everyday,4y,Tongoa-namakura,Maret finis (Married),No,"man o woman blong yu (Spouse),wan pikinini (Child)",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0,1,1,1,0,1,1,0,1,1,0,1,1
study 1,2017-08-18,Rsmith,Vanuatu,rural,local,99257,Male,42,NA,NA,Whole Life,Sa,Maret finis (Married),No schooling,"sam pikinini (Multiple children),man o woman blong yu (Spouse),aotsaet family (Other relatives)",NA,1,1,0,1,3,0,0,1,1,0,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,1,1,1,NA,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1,1,NA,0
study 1,2017-08-12,Emng,China,rural,local,99258,Female,67,Medium 30 Years,Unstable,Born And Raised,Henanese,Married,No,"Child,Other relatives",Whenever Gods Tell You,0,NA,0,0,NA,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,NA,1,1,NA,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
study 1,2017-10-08,JBrahinsky,US,rural,local,99259,Female,42,Attorney,NA,30,Eng,Married,Yes,"Multiple children,Spouse",1,0,2,0,0,0,2,NA,0,NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-05-06,Emng,China,rural,charismatic,99260,Female,62,Farmer,Unstable Hours,Long Time,Henan Dialect,Married,No,"Spouse,Other relatives",2+,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
study 1,2017-10-07,JBrahinsky,US,urban,local,99261,Male,29,Tech Sales,Varies,3,Eng,Married,Yes,Spouse,1,0,3,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study 1,2017-04-26,Emng,China,rural,charismatic,99262,Male,33,Preacher,2-3 Days Preaching A Week,Born And Raised,Henan Dialect,Married,Yes,"Multiple children,Partner",3,1,2,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,NA,1,0,1,0,0,1,1,0,0,0,1,0,0
